ambulance,address,latitude,longitude,carno,zipcode,mobileno,testno
Patra Ambulance Service,"14,Nityadhan Mukherjee road,5th Floor,Samvaiyka, Hat Ln, Howrah Railway Station, Howrah, West Bengal 711101",22.58140313,88.33505632,WB11A8129,711101,8910400244,6290960905
